number,code,name,"full name"
1674,1F1F0-1F1F3,"st. kitts & nevis","st. kitts & nevis; flag"
1675,1F1F0-1F1F5,"north korea","north korea; flag"
1676,1F1F0-1F1F7,"south korea","south korea; flag"
1677,1F1F0-1F1FC,kuwait,"kuwait; flag"
1678,1F1F0-1F1FE,"cayman islands","cayman islands; flag"
1679,1F1F0-1F1FF,kazakhstan,"kazakhstan; flag"
1680,1F1F1-1F1E6,laos,"laos; flag"
1681,1F1F1-1F1E7,lebanon,"lebanon; flag"
1682,1F1F1-1F1E8,"st. lucia","st. lucia; flag"
1683,1F1F1-1F1EE,liechtenstein,"liechtenstein; flag"
1684,1F1F1-1F1F0,"sri lanka","sri lanka; flag"
1685,1F1F1-1F1F7,liberia,"liberia; flag"
1686,1F1F1-1F1F8,lesotho,"lesotho; flag"
1687,1F1F1-1F1F9,lithuania,"lithuania; flag"
1688,1F1F1-1F1FA,luxembourg,"luxembourg; flag"
1689,1F1F1-1F1FB,latvia,"latvia; flag"
1690,1F1F1-1F1FE,libya,"libya; flag"
1691,1F1F2-1F1E6,morocco,"morocco; flag"
1692,1F1F2-1F1E8,monaco,"monaco; flag"
1693,1F1F2-1F1E9,moldova,"moldova; flag"
1694,1F1F2-1F1EA,montenegro,"montenegro; flag"
1695,1F1F2-1F1EB,"st. martin","st. martin; flag"
1696,1F1F2-1F1EC,madagascar,"madagascar; flag"
1697,1F1F2-1F1ED,"marshall islands","marshall islands; flag"
1698,1F1F2-1F1F0,"north macedonia","north macedonia; flag"
1699,1F1F2-1F1F1,mali,"mali; flag"
1700,1F1F2-1F1F2,"myanmar (burma)","myanmar (burma); flag"
1701,1F1F2-1F1F3,mongolia,"mongolia; flag"
1702,1F1F2-1F1F4,"macao sar china","macao sar china; flag"
1703,1F1F2-1F1F5,"northern mariana islands","northern mariana islands; flag"
1704,1F1F2-1F1F6,martinique,"martinique; flag"
1705,1F1F2-1F1F7,mauritania,"mauritania; flag"
1706,1F1F2-1F1F8,montserrat,"montserrat; flag"
1707,1F1F2-1F1F9,malta,"malta; flag"
1708,1F1F2-1F1FA,mauritius,"mauritius; flag"
1709,1F1F2-1F1FB,maldives,"maldives; flag"
1710,1F1F2-1F1FC,malawi,"malawi; flag"
1711,1F1F2-1F1FD,mexico,"mexico; flag"
1712,1F1F2-1F1FE,malaysia,"malaysia; flag"
1713,1F1F2-1F1FF,mozambique,"mozambique; flag"
1714,1F1F3-1F1E6,namibia,"namibia; flag"
1715,1F1F3-1F1E8,"new caledonia","new caledonia; flag"
1716,1F1F3-1F1EA,niger,"niger; flag"
1717,1F1F3-1F1EB,"norfolk island","norfolk island; flag"
1718,1F1F3-1F1EC,nigeria,"nigeria; flag"
1719,1F1F3-1F1EE,nicaragua,"nicaragua; flag"
1720,1F1F3-1F1F1,netherlands,"netherlands; flag"
1721,1F1F3-1F1F4,norway,"norway; flag"
1722,1F1F3-1F1F5,nepal,"nepal; flag"
1723,1F1F3-1F1F7,nauru,"nauru; flag"
1724,1F1F3-1F1FA,niue,"niue; flag"
1725,1F1F3-1F1FF,"new zealand","new zealand; flag"
1726,1F1F4-1F1F2,oman,"oman; flag"
1727,1F1F5-1F1E6,panama,"panama; flag"
1728,1F1F5-1F1EA,peru,"peru; flag"
1729,1F1F5-1F1EB,"french polynesia","french polynesia; flag"
1730,1F1F5-1F1EC,"papua new guinea","papua new guinea; flag"
1731,1F1F5-1F1ED,philippines,"philippines; flag"
1732,1F1F5-1F1F0,pakistan,"pakistan; flag"
1733,1F1F5-1F1F1,poland,"poland; flag"
1734,1F1F5-1F1F2,"st. pierre & miquelon","st. pierre & miquelon; flag"
1735,1F1F5-1F1F3,"pitcairn islands","pitcairn islands; flag"
1736,1F1F5-1F1F7,"puerto rico","puerto rico; flag"
1737,1F1F5-1F1F8,"palestinian territories","palestinian territories; flag"
1738,1F1F5-1F1F9,portugal,"portugal; flag"
1739,1F1F5-1F1FC,palau,"palau; flag"
1740,1F1F5-1F1FE,paraguay,"paraguay; flag"
1741,1F1F6-1F1E6,qatar,"qatar; flag"
1742,1F1F7-1F1EA,réunion,"réunion; flag"
1743,1F1F7-1F1F4,romania,"romania; flag"
1744,1F1F7-1F1F8,serbia,"serbia; flag"
1745,1F1F7-1F1FA,russia,"russia; flag"
1746,1F1F7-1F1FC,rwanda,"rwanda; flag"
1747,1F1F8-1F1E6,"saudi arabia","saudi arabia; flag"
1748,1F1F8-1F1E7,"solomon islands","solomon islands; flag"
1749,1F1F8-1F1E8,seychelles,"seychelles; flag"
1750,1F1F8-1F1E9,sudan,"sudan; flag"
1751,1F1F8-1F1EA,sweden,"sweden; flag"
1752,1F1F8-1F1EC,singapore,"singapore; flag"
1753,1F1F8-1F1ED,"st. helena","st. helena; flag"
1754,1F1F8-1F1EE,slovenia,"slovenia; flag"
1755,1F1F8-1F1EF,"svalbard & jan mayen","svalbard & jan mayen; flag"
1756,1F1F8-1F1F0,slovakia,"slovakia; flag"
1757,1F1F8-1F1F1,"sierra leone","sierra leone; flag"
1758,1F1F8-1F1F2,"san marino","san marino; flag"
1759,1F1F8-1F1F3,senegal,"senegal; flag"
1760,1F1F8-1F1F4,somalia,"somalia; flag"
1761,1F1F8-1F1F7,suriname,"suriname; flag"
1762,1F1F8-1F1F8,"south sudan","south sudan; flag"
1763,1F1F8-1F1F9,"são tomé & príncipe","são tomé & príncipe; flag"
1764,1F1F8-1F1FB,"el salvador","el salvador; flag"
1765,1F1F8-1F1FD,"sint maarten","sint maarten; flag"
1766,1F1F8-1F1FE,syria,"syria; flag"
1767,1F1F8-1F1FF,eswatini,"eswatini; flag"
1768,1F1F9-1F1E6,"tristan da cunha","tristan da cunha; flag"
1769,1F1F9-1F1E8,"turks & caicos islands","turks & caicos islands; flag"
1770,1F1F9-1F1E9,chad,"chad; flag"
1771,1F1F9-1F1EB,"french southern territories","french southern territories; flag"
1772,1F1F9-1F1EC,togo,"togo; flag"
1773,1F1F9-1F1ED,thailand,"thailand; flag"
1774,1F1F9-1F1EF,tajikistan,"tajikistan; flag"
1775,1F1F9-1F1F0,tokelau,"tokelau; flag"
1776,1F1F9-1F1F1,timor-leste,"timor-leste; flag"
1777,1F1F9-1F1F2,turkmenistan,"turkmenistan; flag"
1778,1F1F9-1F1F3,tunisia,"tunisia; flag"
1779,1F1F9-1F1F4,tonga,"tonga; flag"
1780,1F1F9-1F1F7,turkey,"turkey; flag"
1781,1F1F9-1F1F9,"trinidad & tobago","trinidad & tobago; flag"
1782,1F1F9-1F1FB,tuvalu,"tuvalu; flag"
1783,1F1F9-1F1FC,taiwan,"taiwan; flag"
1784,1F1F9-1F1FF,tanzania,"tanzania; flag"
1785,1F1FA-1F1E6,ukraine,"ukraine; flag"
1786,1F1FA-1F1EC,uganda,"uganda; flag"
1787,1F1FA-1F1F2,"u.s. outlying islands","u.s. outlying islands; flag"
1788,1F1FA-1F1F3,"united nations","united nations; flag"
1789,1F1FA-1F1F8,"united states","united states; flag"
1790,1F1FA-1F1FE,uruguay,"uruguay; flag"
1791,1F1FA-1F1FF,uzbekistan,"uzbekistan; flag"
1792,1F1FB-1F1E6,"vatican city","vatican city; flag"
1793,1F1FB-1F1E8,"st. vincent & grenadines","st. vincent & grenadines; flag"
1794,1F1FB-1F1EA,venezuela,"venezuela; flag"
1795,1F1FB-1F1EC,"british virgin islands","british virgin islands; flag"
1796,1F1FB-1F1EE,"u.s. virgin islands","u.s. virgin islands; flag"
1797,1F1FB-1F1F3,vietnam,"vietnam; flag"
1798,1F1FB-1F1FA,vanuatu,"vanuatu; flag"
1799,1F1FC-1F1EB,"wallis & futuna","wallis & futuna; flag"
1800,1F1FC-1F1F8,samoa,"samoa; flag"
1801,1F1FD-1F1F0,kosovo,"kosovo; flag"
1802,1F1FE-1F1EA,yemen,"yemen; flag"
1803,1F1FE-1F1F9,mayotte,"mayotte; flag"
1804,1F1FF-1F1E6,"south africa","south africa; flag"
1805,1F1FF-1F1F2,zambia,"zambia; flag"
1806,1F1FF-1F1FC,zimbabwe,"zimbabwe; flag"
1807,1F3F4-E0067-E0062-E0065-E006E-E0067-E007F,england,"england; flag"
1808,1F3F4-E0067-E0062-E0073-E0063-E0074-E007F,scotland,"scotland; flag"
1809,1F3F4-E0067-E0062-E0077-E006C-E0073-E007F,wales,"wales; flag"
1810,1F1F9-1F1FC,"flag taiwan","flag taiwan"
1811,1F385-1F3FB,"santa claus","santa claus; celebration; christmas; claus; father; santa; santa claus"
1812,1F385-1F3FC,"santa claus","santa claus; celebration; christmas; claus; father; santa; santa claus"
1813,1F385-1F3FD,"santa claus","santa claus; celebration; christmas; claus; father; santa; santa claus"
1814,1F385-1F3FE,"santa claus","santa claus; celebration; christmas; claus; father; santa; santa claus"
1815,1F385-1F3FF,"santa claus","santa claus; celebration; christmas; claus; father; santa; santa claus"
1816,1F3C2-1F3FB,snowboarder,"snowboarder; ski; snow; snowboard; snowboarder"
1817,1F3C2-1F3FC,snowboarder,"snowboarder; ski; snow; snowboard; snowboarder"
1818,1F3C2-1F3FD,snowboarder,"snowboarder; ski; snow; snowboard; snowboarder"
1819,1F3C2-1F3FE,snowboarder,"snowboarder; ski; snow; snowboard; snowboarder"
1820,1F3C2-1F3FF,snowboarder,"snowboarder; ski; snow; snowboard; snowboarder"
1821,1F3C3-1F3FB-200D-2640-FE0F,"person running","person running; marathon; person running; running"
1822,1F3C3-1F3FB-200D-2642-FE0F,"person running","person running; marathon; person running; running"
1823,1F3C3-1F3FB,"person running","person running; marathon; person running; running"
1824,1F3C3-1F3FC-200D-2640-FE0F,"person running","person running; marathon; person running; running"
1825,1F3C3-1F3FC-200D-2642-FE0F,"person running","person running; marathon; person running; running"
1826,1F3C3-1F3FC,"person running","person running; marathon; person running; running"
1827,1F3C3-1F3FD-200D-2640-FE0F,"person running","person running; marathon; person running; running"
1828,1F3C3-1F3FD-200D-2642-FE0F,"person running","person running; marathon; person running; running"
1829,1F3C3-1F3FD,"person running","person running; marathon; person running; running"
1830,1F3C3-1F3FE-200D-2640-FE0F,"person running","person running; marathon; person running; running"
1831,1F3C3-1F3FE-200D-2642-FE0F,"person running","person running; marathon; person running; running"
1832,1F3C3-1F3FE,"person running","person running; marathon; person running; running"
1833,1F3C3-1F3FF-200D-2640-FE0F,"person running","person running; marathon; person running; running"
1834,1F3C3-1F3FF-200D-2642-FE0F,"person running","person running; marathon; person running; running"
1835,1F3C3-1F3FF,"person running","person running; marathon; person running; running"
1836,1F3C4-1F3FB-200D-2640-FE0F,"person surfing","person surfing; person surfing; surfing"
1837,1F3C4-1F3FB-200D-2642-FE0F,"person surfing","person surfing; person surfing; surfing"
1838,1F3C4-1F3FB,"person surfing","person surfing; person surfing; surfing"
1839,1F3C4-1F3FC-200D-2640-FE0F,"person surfing","person surfing; person surfing; surfing"
1840,1F3C4-1F3FC-200D-2642-FE0F,"person surfing","person surfing; person surfing; surfing"
1841,1F3C4-1F3FC,"person surfing","person surfing; person surfing; surfing"
1842,1F3C4-1F3FD-200D-2640-FE0F,"person surfing","person surfing; person surfing; surfing"
1843,1F3C4-1F3FD-200D-2642-FE0F,"person surfing","person surfing; person surfing; surfing"
1844,1F3C4-1F3FD,"person surfing","person surfing; person surfing; surfing"
1845,1F3C4-1F3FE-200D-2640-FE0F,"person surfing","person surfing; person surfing; surfing"
1846,1F3C4-1F3FE-200D-2642-FE0F,"person surfing","person surfing; person surfing; surfing"
1847,1F3C4-1F3FE,"person surfing","person surfing; person surfing; surfing"
1848,1F3C4-1F3FF-200D-2640-FE0F,"person surfing","person surfing; person surfing; surfing"
1849,1F3C4-1F3FF-200D-2642-FE0F,"person surfing","person surfing; person surfing; surfing"
1850,1F3C4-1F3FF,"person surfing","person surfing; person surfing; surfing"
1851,1F3C7-1F3FB,"horse racing","horse racing; horse; jockey; racehorse; racing"
1852,1F3C7-1F3FC,"horse racing","horse racing; horse; jockey; racehorse; racing"
1853,1F3C7-1F3FD,"horse racing","horse racing; horse; jockey; racehorse; racing"
1854,1F3C7-1F3FE,"horse racing","horse racing; horse; jockey; racehorse; racing"
1855,1F3C7-1F3FF,"horse racing","horse racing; horse; jockey; racehorse; racing"
1856,1F3CA-1F3FB-200D-2640-FE0F,"person swimming","person swimming; person swimming; swim"
1857,1F3CA-1F3FB-200D-2642-FE0F,"person swimming","person swimming; person swimming; swim"
1858,1F3CA-1F3FB,"person swimming","person swimming; person swimming; swim"
1859,1F3CA-1F3FC-200D-2640-FE0F,"person swimming","person swimming; person swimming; swim"
1860,1F3CA-1F3FC-200D-2642-FE0F,"person swimming","person swimming; person swimming; swim"
1861,1F3CA-1F3FC,"person swimming","person swimming; person swimming; swim"
1862,1F3CA-1F3FD-200D-2640-FE0F,"person swimming","person swimming; person swimming; swim"
1863,1F3CA-1F3FD-200D-2642-FE0F,"person swimming","person swimming; person swimming; swim"
1864,1F3CA-1F3FD,"person swimming","person swimming; person swimming; swim"
1865,1F3CA-1F3FE-200D-2640-FE0F,"person swimming","person swimming; person swimming; swim"
1866,1F3CA-1F3FE-200D-2642-FE0F,"person swimming","person swimming; person swimming; swim"
1867,1F3CA-1F3FE,"person swimming","person swimming; person swimming; swim"
1868,1F3CA-1F3FF-200D-2640-FE0F,"person swimming","person swimming; person swimming; swim"
1869,1F3CA-1F3FF-200D-2642-FE0F,"person swimming","person swimming; person swimming; swim"
1870,1F3CA-1F3FF,"person swimming","person swimming; person swimming; swim"
1871,1F3CB-1F3FB-200D-2640-FE0F,"person lifting weights","person lifting weights; lifter; person lifting weights; weight"
1872,1F3CB-1F3FB-200D-2642-FE0F,"person lifting weights","person lifting weights; lifter; person lifting weights; weight"
1873,1F3CB-1F3FB,"person lifting weights","person lifting weights; lifter; person lifting weights; weight"
1874,1F3CB-1F3FC-200D-2640-FE0F,"person lifting weights","person lifting weights; lifter; person lifting weights; weight"
1875,1F3CB-1F3FC-200D-2642-FE0F,"person lifting weights","person lifting weights; lifter; person lifting weights; weight"
1876,1F3CB-1F3FC,"person lifting weights","person lifting weights; lifter; person lifting weights; weight"
1877,1F3CB-1F3FD-200D-2640-FE0F,"person lifting weights","person lifting weights; lifter; person lifting weights; weight"
1878,1F3CB-1F3FD-200D-2642-FE0F,"person lifting weights","person lifting weights; lifter; person lifting weights; weight"
1879,1F3CB-1F3FD,"person lifting weights","person lifting weights; lifter; person lifting weights; weight"
1880,1F3CB-1F3FE-200D-2640-FE0F,"person lifting weights","person lifting weights; lifter; person lifting weights; weight"
1881,1F3CB-1F3FE-200D-2642-FE0F,"person lifting weights","person lifting weights; lifter; person lifting weights; weight"
1882,1F3CB-1F3FE,"person lifting weights","person lifting weights; lifter; person lifting weights; weight"
1883,1F3CB-1F3FF-200D-2640-FE0F,"person lifting weights","person lifting weights; lifter; person lifting weights; weight"
1884,1F3CB-1F3FF-200D-2642-FE0F,"person lifting weights","person lifting weights; lifter; person lifting weights; weight"
1885,1F3CB-1F3FF,"person lifting weights","person lifting weights; lifter; person lifting weights; weight"
1886,1F3CC-1F3FB-200D-2640-FE0F,"person golfing","person golfing; ball; golf; person golfing"
1887,1F3CC-1F3FB-200D-2642-FE0F,"person golfing","person golfing; ball; golf; person golfing"
1888,1F3CC-1F3FB,"person golfing","person golfing; ball; golf; person golfing"
1889,1F3CC-1F3FC-200D-2640-FE0F,"person golfing","person golfing; ball; golf; person golfing"
1890,1F3CC-1F3FC-200D-2642-FE0F,"person golfing","person golfing; ball; golf; person golfing"
1891,1F3CC-1F3FC,"person golfing","person golfing; ball; golf; person golfing"
1892,1F3CC-1F3FD-200D-2640-FE0F,"person golfing","person golfing; ball; golf; person golfing"
1893,1F3CC-1F3FD-200D-2642-FE0F,"person golfing","person golfing; ball; golf; person golfing"
1894,1F3CC-1F3FD,"person golfing","person golfing; ball; golf; person golfing"
1895,1F3CC-1F3FE-200D-2640-FE0F,"person golfing","person golfing; ball; golf; person golfing"
1896,1F3CC-1F3FE-200D-2642-FE0F,"person golfing","person golfing; ball; golf; person golfing"
1897,1F3CC-1F3FE,"person golfing","person golfing; ball; golf; person golfing"
1898,1F3CC-1F3FF-200D-2640-FE0F,"person golfing","person golfing; ball; golf; person golfing"
1899,1F3CC-1F3FF-200D-2642-FE0F,"person golfing","person golfing; ball; golf; person golfing"
1900,1F3CC-1F3FF,"person golfing","person golfing; ball; golf; person golfing"
1901,1F3FB,"skin modifier","skin modifier"
1902,1F3FC,"skin modifier","skin modifier"
1903,1F3FD,"skin modifier","skin modifier"
1904,1F3FE,"skin modifier","skin modifier"
1905,1F3FF,"skin modifier","skin modifier"
1906,1F431-200D-1F4BB,"cat face","cat face; cat; face; pet"
1907,1F442-1F3FB,ear,"ear; body; ear"
1908,1F442-1F3FC,ear,"ear; body; ear"
1909,1F442-1F3FD,ear,"ear; body; ear"
1910,1F442-1F3FE,ear,"ear; body; ear"
1911,1F442-1F3FF,ear,"ear; body; ear"
1912,1F443-1F3FB,nose,"nose; body; nose"
1913,1F443-1F3FC,nose,"nose; body; nose"
1914,1F443-1F3FD,nose,"nose; body; nose"
1915,1F443-1F3FE,nose,"nose; body; nose"
1916,1F443-1F3FF,nose,"nose; body; nose"
1917,1F446-1F3FB,"backhand index pointing up","backhand index pointing up; backhand; backhand index pointing up; finger; hand; point; up"
1918,1F446-1F3FC,"backhand index pointing up","backhand index pointing up; backhand; backhand index pointing up; finger; hand; point; up"
1919,1F446-1F3FD,"backhand index pointing up","backhand index pointing up; backhand; backhand index pointing up; finger; hand; point; up"
1920,1F446-1F3FE,"backhand index pointing up","backhand index pointing up; backhand; backhand index pointing up; finger; hand; point; up"
1921,1F446-1F3FF,"backhand index pointing up","backhand index pointing up; backhand; backhand index pointing up; finger; hand; point; up"
